"indicator_id","type","value","provider","observed_roles","evidence_tier","first_observed","last_observed","observation_count","status","confidence","source_id","safe_for_blocking","notes"
"domain-0238","domain","hostinger-mail-ewgjnwrkgnkrw-uweangtnqsqskmbbvswriura[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-13T19:52:04.177000Z","2026-07-12T04:35:56.584000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0239","domain","hostinger-mail-ewgjnwrkgnkrw-uzedcawzaoufykpgpetghrhc[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-12T05:10:19.098000Z","2026-06-12T05:10:19.098000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0240","domain","hostinger-mail-ewgjnwrkgnkrw-uzykxbltblreflrwdeohjtok[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-29T04:37:42.562000Z","2026-04-30T18:16:48.356000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0241","domain","hostinger-mail-ewgjnwrkgnkrw-vbkilzahccpoafoiczaihrfn[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-16T01:37:39.036000Z","2026-04-16T01:37:39.036000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0242","domain","hostinger-mail-ewgjnwrkgnkrw-vdealntzazyxwxyzwkyvsroj[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-03T15:01:24.808000Z","2026-06-05T03:30:17.953000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0243","domain","hostinger-mail-ewgjnwrkgnkrw-vfmchwjslpspbxszsawwdclv[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-16T06:21:02.650000Z","2026-04-16T06:21:02.650000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0244","domain","hostinger-mail-ewgjnwrkgnkrw-vfvqokqvnddqglapettmtvkk[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-13T23:13:56.984000Z","2026-08-13T23:13:56.984000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0245","domain","hostinger-mail-ewgjnwrkgnkrw-vgnnfezmjdjywzucnqrdlrtf[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-23T12:56:35.761000Z","2026-07-23T22:03:23.318000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0246","domain","hostinger-mail-ewgjnwrkgnkrw-vgysceedricuvmnoqpmqrwle[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-19T07:56:11.608000Z","2026-05-20T15:46:41.155000Z","3","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0247","domain","hostinger-mail-ewgjnwrkgnkrw-vlabewjinujucgbulrykuiah[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-17T01:41:22.405000Z","2026-07-17T01:41:22.405000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0248","domain","hostinger-mail-ewgjnwrkgnkrw-vnfxrmltlojjrndsgxwxetuv[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-09T18:08:55.009000Z","2026-08-09T18:08:55.009000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0249","domain","hostinger-mail-ewgjnwrkgnkrw-vokrzeahjzumwpnkwkflnxqw[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-13T14:29:06.421000Z","2026-08-13T14:29:06.421000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0250","domain","hostinger-mail-ewgjnwrkgnkrw-vpzovaqleddrpxcydxslzclg[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-23T07:10:05.775000Z","2026-08-20T22:54:08.180000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0251","domain","hostinger-mail-ewgjnwrkgnkrw-vqjlawxmaimrqgarxvivxxoq[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-25T09:35:03.952000Z","2026-07-03T07:27:19.768000Z","4","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0252","domain","hostinger-mail-ewgjnwrkgnkrw-vqrdszbshqnzogpxqotzvssm[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-17T05:43:02.519000Z","2026-08-17T05:43:02.519000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0253","domain","hostinger-mail-ewgjnwrkgnkrw-vuvcizxrqnloaofhytcughnq[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-20T16:26:50.946000Z","2026-07-14T10:21:13.272000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0254","domain","hostinger-mail-ewgjnwrkgnkrw-vwsfqugtvvdzebpgofxfsdng[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-14T06:45:33.118000Z","2026-05-14T14:25:40.966000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0255","domain","hostinger-mail-ewgjnwrkgnkrw-waynzkmgbslvihiybtoasucq[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-06-07T12:22:59.531000Z","2026-08-17T19:13:09.508000Z","4","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0256","domain","hostinger-mail-ewgjnwrkgnkrw-wflrqodelzmlzufdzhjvihej[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-24T10:58:38.997000Z","2026-07-24T10:58:38.997000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0257","domain","hostinger-mail-ewgjnwrkgnkrw-wimsimhptmvdinvbnnlfcfez[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-05T08:02:16.531000Z","2026-07-03T17:56:43.023000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0258","domain","hostinger-mail-ewgjnwrkgnkrw-wlkuavdhpskguzbayaxhgund[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-23T17:06:33.914000Z","2026-07-27T05:25:39.653000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0259","domain","hostinger-mail-ewgjnwrkgnkrw-wtdsxxdatxjyhtjulnvhbnhd[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-17T17:25:22.657000Z","2026-07-17T17:25:22.657000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0260","domain","hostinger-mail-ewgjnwrkgnkrw-xaosasqxvdjmwukukkhpoaiz[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-12T10:56:59.924000Z","2026-07-12T15:46:56.380000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0261","domain","hostinger-mail-ewgjnwrkgnkrw-xdbjwehtyafozidahzxkjgsd[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-04T06:04:52.341000Z","2026-05-27T00:13:16.781000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0262","domain","hostinger-mail-ewgjnwrkgnkrw-xgfgoxtrbbqgxocipmdzzxgs[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-11T10:16:58.102000Z","2026-08-21T08:49:59.749000Z","5","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0263","domain","hostinger-mail-ewgjnwrkgnkrw-xipobqnhnnxayiyzyrtcynkm[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-27T05:17:57.096000Z","2026-04-27T05:17:57.096000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0264","domain","hostinger-mail-ewgjnwrkgnkrw-xiyvyeqdgmzxxjecjshqlbuw[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-21T05:57:01.990000Z","2026-04-21T10:33:16.943000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0265","domain","hostinger-mail-ewgjnwrkgnkrw-xkoasqmyhzlrffpcyecjswhr[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-23T00:20:32.673000Z","2026-07-20T13:36:53.249000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0266","domain","hostinger-mail-ewgjnwrkgnkrw-xnamwtahavvekcbddwjcprlh[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-20T13:34:11.529000Z","2026-08-15T08:11:27.788000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0267","domain","hostinger-mail-ewgjnwrkgnkrw-xobzpwkpgfcdvcwvyyckplbh[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-27T11:20:58.944000Z","2026-04-27T22:35:24.395000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0268","domain","hostinger-mail-ewgjnwrkgnkrw-xpbbnvcedmscnwjzqevhoerl[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-13T17:56:00.546000Z","2026-05-13T19:32:23.790000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0269","domain","hostinger-mail-ewgjnwrkgnkrw-xrdtdqpclnqbeucabizsjekh[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-08T09:11:58.680000Z","2026-04-08T09:11:58.680000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0270","domain","hostinger-mail-ewgjnwrkgnkrw-xubevydtdrhccibvzmmsulzs[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-07T02:26:15.798000Z","2026-06-07T15:33:42.051000Z","3","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0271","domain","hostinger-mail-ewgjnwrkgnkrw-xykqxglrsyzhhbgutyxvwjfq[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-12T21:59:52.508000Z","2026-08-08T18:38:15.764000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0272","domain","hostinger-mail-ewgjnwrkgnkrw-ycvvkqderuxfvgkngcpmrvfq[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-20T09:08:28.322000Z","2026-06-04T18:52:37.208000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0273","domain","hostinger-mail-ewgjnwrkgnkrw-ydxjiacvlswcdwszvujijlsf[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-02T08:55:16.908000Z","2026-08-02T14:14:44.064000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0274","domain","hostinger-mail-ewgjnwrkgnkrw-yeibelaahxtxojauwzfdzlej[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-23T08:52:50.685000Z","2026-06-23T18:42:59.411000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0275","domain","hostinger-mail-ewgjnwrkgnkrw-yevkfpeaphcngfnejqlverbs[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-18T10:56:31.515000Z","2026-08-18T10:56:31.515000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0276","domain","hostinger-mail-ewgjnwrkgnkrw-yhigmahgethcfsuhsviqwfdh[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-16T09:37:31.619000Z","2026-04-16T09:37:31.619000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0277","domain","hostinger-mail-ewgjnwrkgnkrw-yipalzmmkpvcsrsqpzrdrudn[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-18T17:57:57.782000Z","2026-08-07T04:48:15.383000Z","5","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0278","domain","hostinger-mail-ewgjnwrkgnkrw-yjlghkamsavibwawabjuhsbh[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-26T17:03:25.457000Z","2026-06-26T17:03:25.457000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0279","domain","hostinger-mail-ewgjnwrkgnkrw-ykclpumubfuduakwftvyokuk[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-01T06:31:55.588000Z","2026-05-01T07:22:15.643000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0280","domain","hostinger-mail-ewgjnwrkgnkrw-ykgxttjrbuboiyswlswutgfl[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-16T07:24:58.574000Z","2026-06-16T19:20:42.025000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0281","domain","hostinger-mail-ewgjnwrkgnkrw-ylkkphjjoafzhfkwzvpjgqkx[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-10T01:36:43.674000Z","2026-07-16T10:18:57.229000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0282","domain","hostinger-mail-ewgjnwrkgnkrw-yovnacowrvliydairgsflmdm[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-27T05:17:33.944000Z","2026-06-27T18:05:29.295000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0283","domain","hostinger-mail-ewgjnwrkgnkrw-yqplxoeketqssfsoyevyqtje[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-27T06:35:17.108000Z","2026-04-27T11:32:00.883000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0284","domain","hostinger-mail-ewgjnwrkgnkrw-yrgrrdnjfdjbqhxzbhqryvzi[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-23T18:40:40.587000Z","2026-04-23T20:10:20.669000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0285","domain","hostinger-mail-ewgjnwrkgnkrw-ysiwbpqttyywhagepajyhmuf[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-16T14:15:46.282000Z","2026-04-16T14:15:46.282000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0286","domain","hostinger-mail-ewgjnwrkgnkrw-yskzpfynveefxhxzmzmwpmvj[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-26T08:39:42.742000Z","2026-06-26T18:34:09.008000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0287","domain","hostinger-mail-ewgjnwrkgnkrw-yubmyuspbqgfwmtoddydrlnw[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-05-13T05:32:30.617000Z","2026-05-13T05:32:30.617000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0288","domain","hostinger-mail-ewgjnwrkgnkrw-ywukvnhiipwzoarflsvenvra[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-08-06T14:49:01.911000Z","2026-08-20T12:48:59.261000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0289","domain","hostinger-mail-ewgjnwrkgnkrw-yxoxtiyqlmajvxhtrzjzpjwj[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-07-30T12:49:45.548000Z","2026-07-30T12:49:45.548000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0290","domain","hostinger-mail-ewgjnwrkgnkrw-yxtjeoynkkznschzliodglkh[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-20T18:48:34.549000Z","2026-06-20T20:31:25.440000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0291","domain","hostinger-mail-ewgjnwrkgnkrw-yzghiokjlrellxorsvjelier[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-02T23:23:38.950000Z","2026-08-23T06:54:29.459000Z","3","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0292","domain","hostinger-mail-ewgjnwrkgnkrw-ziojsffozqajtdoxfmqfhcqa[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-13T13:03:09.536000Z","2026-08-13T13:03:09.536000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0293","domain","hostinger-mail-ewgjnwrkgnkrw-zlfsgmlqvrqurcefjnerlqnu[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-08-22T12:52:25.428000Z","2026-08-22T12:52:25.428000Z","1","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0294","domain","hostinger-mail-ewgjnwrkgnkrw-znmdalqsieqjeqijektetayw[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-18T21:23:12.704000Z","2026-06-30T17:46:38.158000Z","5","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0295","domain","hostinger-mail-ewgjnwrkgnkrw-znvpvibznuqokphlllrmrnvt[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-03T17:40:23.794000Z","2026-08-18T12:46:08.629000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0296","domain","hostinger-mail-ewgjnwrkgnkrw-znzxqmgivtktvxziolqanotn[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-27T00:10:18.322000Z","2026-06-27T00:20:39.201000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0297","domain","hostinger-mail-ewgjnwrkgnkrw-zumapzchcwshbooxwuaiwdqh[.]pages[.]dev","Cloudflare Pages","final-page;task","confirmed-main-family","2026-04-06T05:02:38.269000Z","2026-06-17T11:00:54.603000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0298","domain","hostinger-mail-ewgjnwrkgnkrw-zwlsvripxhhbyymzyytygyss[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-06-19T10:55:42.558000Z","2026-08-15T17:53:20.682000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0299","domain","hostinger-mail-ewgjnwrkgnkrw-zzcwbplrluqaepbnossgktpa[.]pages[.]dev","Cloudflare Pages","task","confirmed-main-family","2026-04-29T10:47:59.127000Z","2026-04-29T18:31:36.365000Z","2","observed","high","hecavex-investigation","false","Exact long-family domain; scan observation is not victim telemetry. Verify current provider lifecycle before action."
"domain-0300","domain","hostinger-uumivqkwcvvexhetvgxogfai[.]pages[.]dev","Cloudflare Pages","task","confirmed-core-precursor","2025-12-23T10:04:49.424000Z","2026-04-20T03:18:03.616000Z","3","historical","high","hecavex-investigation","false","Exact credential-harvester hash predates the long 2026 naming form."
"domain-0301","domain","hostinger-update-ngainmpncpsketwbolthzknx[.]pages[.]dev","Cloudflare Pages","task","weak-context-lead","2026-07-30T01:28:17.644000Z","2026-07-30T01:28:17.644000Z","1","unconfirmed","low","hecavex-investigation","false","Hostinger title plus generic anti-inspection hash only; not a confirmed family member."
"domain-0302","domain","hostinger-wwckxewfyujojngbkjxdudnf[.]pages[.]dev","Cloudflare Pages","final-page;task","grammar-only-lead","2025-11-11T04:59:16.349000Z","2025-11-29T07:55:31.166000Z","2","unconfirmed","low","hecavex-investigation","false","Shared path and parameter grammar only; final title did not impersonate Hostinger."
"domain-0303","domain","hostingermailhrbgwnejfknewh[.]pythonanywhere[.]com","PythonAnywhere","redirect-context","redirect-context","2026-05-09T07:00:30.659Z","2026-05-09T07:00:30.659Z","1","historical-context","moderate","hecavex-investigation","false","Observed in one redirect chain before a Pages-hosted Hostinger page; not a Pages generator output."
